162
0	9.3
0	9.8
1	10.5
1	10.9
0	11.4
0	11.9
3	12.7
3	13.1
0	13.6
0	14.2
1	15.0
1	15.4
0	15.9
0	16.4
3	17.1
3	17.5
0	17.9
0	18.3
1	19.0
1	19.4
0	19.9
0	20.4
3	21.2
3	21.6
0	22.1
0	22.5
1	23.3
1	23.7
0	24.2
0	24.7
3	25.4
3	25.8
0	26.2
0	26.7
1	27.4
1	27.8
0	28.3
0	28.8
3	29.6
3	30.0
0	30.5
0	31.1
1	31.9
1	32.3
0	32.8
0	33.3
3	33.8
1	35
1	39.1
1	43.3
1	47.4
1	51.6
1	55.7
1	59.2
2	59.8
2	60.7
1	61.2
2	61.7
1	62.2
2	62.7
1	63.3
2	63.8
1	64.3
2	64.8
1	65.4
2	65.9
1	66.4
2	66.9
1	67.5
2	68.0
1	68.5
2	69.0
1	69.5
2	70.0
1	71.5
2	72.0
1	72.5
2	73.1
1	73.6
2	74.1
1	74.6
0	75.6
0	76.1
1	76.8
1	77.2
0	77.7
0	78.2
3	79.0
3	79.4
0	79.9
0	80.4
1	81.1
1	81.5
0	82.0
0	82.5
3	83.1
3	83.5
0	83.8
0	84.3
1	85.0
1	85.4
0	85.9
0	86.4
3	87.2
3	87.4
0	88.1
0	88.5
1	89.3
1	89.7
0	90.2
0	90.5
3	91.2
3	91.6
0	92.1
0	92.5
1	93.3
1	93.7
0	94.3
0	94.5
3	95.2
3	95.6
0	96.1
0	96.5
1	97.3
1	97.7
0	98.2
0	98.7
3	99.3
3	99.7
0	100.1
0	100.5
1	101.3
1	101.7
0	102.2
0	102.7
3	103.4
3	103.8
0	104.1
0	104.5
1	105.3
1	105.7
0	106.2
0	106.5
3	107.2
3	107.6
0	108.1
0	108.5
1	109.3
1	109.7
0	110.3
0	110.5
3	111.2
3	111.6
0	112.1
0	112.5
1	113.3
1	113.8
0	114.2
0	114.7
3	115.4
3	115.8
0	116.3
